sample_id,before,current,end,keyword,next,project,start,type
136,I am an artist and arts educator whose passion is exposing everyone to all forms of art.,"My journey as an artist started when I was born into my family’s folk singing group, The ##########.",10,journey,"I spent my childhood touring across ####### and Europe, playing guitar, writing songs and performing with my family.",88d5e6ea6d8cf28c13d51c2414bd78dc,3,journey
1357,No matter what the outcome is-,we are not going down without a fight.,37,fight,but we need your help.,e4f7e658cd473c50a64fc4f4b34659e5,32,battle
792,The road ahead will be long.,The fight ahead will be very hard; fraught with danger and with challenge.,9,fight,"But I earnestly believe, that with an optimistic heart, that with kindness, prayers and community, and above all, with an ""indomitable"" will to win, that we will get through this... that ""he"" will succeed!   ",82e20853297b5f5cbbe50625752453ae,4,battle
637,Now she needs our help.,"The doctors have informed Tracy that in order to beat this, she will have to undergo an aggressive treatment plan and subsequent surgeries which are expected to last about a year.",53,beat,"Due to the nature of her employment, her working will compromise her ability to fight this horrible disease.",20bbe1daf3bc627b6af29a8100baff4e,49,battle
686,"I had such little energy to give, everything in my life suffered.",But we kept fighting.,20,fighting,Month after month.,79a76c5c6676c21ae50d100e65424c01,12,battle
959,"######, her husband ####, and her family are in good spirits and are faithful they are in good hands, but this process is in its very beginning stages of a severe diagnosis.",They are at the start of a battle that is going to be very difficult.,33,battle,She will have another spinal tap and an MRI of her middle and lower spine to make sure it hasn't spread.,40d13a51ebc0178409aa3c55bf64b659,27,battle
967,"Because this type of cancer is aggressive, so is the treatment.","To stand a fighting chance, my dad also requires high dose #######################, and ############### in a hospital, and we are overwhelmed by how expensive the treatment can be.",19,fighting,"My dad is the most God-fearing, selfless, and hilarious man.",e5fb7c810b5e2004cc89985455f5c721,11,battle
619,She fought a long and hard battle since January of 2017.,"Due to this long and hard battle, ##### has been out of work for a very long time.",32,battle,"Although her husband ### has been working his hardest, funeral costs in honoring #####’s memory is a big expense.",7bf33200eb257136db89f7494e32a40a,26,battle
207,I set out to create a children's book for mamas with ANY cancer.,"A book that families could use to talk about cancer with their kids, that they could personalize for their cancer journey.",121,journey,This 40-page hardcover book also has places to put in photos of their child and has ideas for activities to bond Mama with her children during the daunting emotional and physical journey upon them.  ,5fa9359df5792e368df5f45a71379ec2,114,journey
1465,"Being the strong woman we all know she is,","#### is ready to take the fight head-on, but it won’t be easy and will take a toll on her body.",31,fight,"This is where we, ####’s family and friends, get to give back all the love and support #### has shared with all of us over the years.",10f5a87519fb9ee987b98c3e64b72c56,26,battle
81,"I took a quick shower and was racing to my closet to get dressed when the news story playing in the background caught my attention: ""In a surprising revelation, actress ############## reported to ################### that she underwent a double mastectomy after learning she had a high likelihood of being diagnosed with breast cancer.""","While I am admittedly a warm-blooded American male, the news of this #####-winning actress--and arguably one of the most beautiful people in the world--voluntarily undergoing a serious procedure to remove both of her breasts didn't interest me for that reason.  ",82,winning,"Rather, at that time in 2012 I was working as a software engineer for one of the world's leading cancer laboratories.  ",0457fdf8b1852cd5294b50634b31b2f3,75,battle
1420,"I wouldn't trade a minute of it for anything, though.   ","Maybe the fight has made us stronger, it certainly hasn't broken us!  ",15,fight,"All I ask is maybe 60 more years with the man of my dreams, my soulmate, the amazing father of my amazing sons!",3c14eddfd3f8e3b1aa8e47ba303e4ac8,10,battle
703,"As a mother and wife, ####### is concerned about the emotional and mental well-being of her husband and son.","Thank you again.---------------------------------------------------------------------------------------------------------------------------------------------In early 2018, our plans were thrown to the way side, at the age of 30, ####### was diagnosed with Stage 3C clear cell carcinoma of the ovary arising in endometriosis (Stage 3C means cancer is in one or both ovaries and has spread beyond the pelvis to the lining of the abdomen (peritoneum) or to nearby lymph nodes.)On 5 March 2018, ####### battled on and underwent a modified hysterectomy, bilateral salpingo-oophorectomy, resection of the bladder and small bowel with a loop ileostomy.",506,battled,"Post-surgery, my lovely, #######, gladly endured 14 weeks of chemo, to be with ######## and ####### chemo, #######’s tumour markers were low and CT scans showed no indication of tumours, however, within 3 months, the aggressive cancer returned and showed resistance to chemo.",7bfb9e82293750744e9a5a0d3a95f24d,499,battle
1002,###### is currently unable to work.,"The ######## family will be faced with medical, travel, and food expenses as they begin this difficult journey.",110,journey,"They will be making daily round trips to ############################## in ##########, ####### and regular follow up appointments to ##########, #######.",7f04e29f63d99712fd7b862c5ad14705,103,journey
1260,Any donations even if it’s a dollar will help them continue to help #######.,They have a long road ahead of them any help with the financial burdens that come with battling cancer would be truly appreciated.,95,battling,If you can’t donate please share this with all your family & friends so that we can get ####### Story out there and bring awareness to ###################### and ############ #############,9028959a10b24bf0d4a7ce4a3df479e7,87,battle
