donation,cond_sex,cond_metaphor,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,age
32,female,literal,0,6,4,N,Y,M,<HS,100-150k,37
0,male,journey,0,6,4,N,N,F,OO,OO,59
17,male,battle,1,3,4,OO,OO,M,B,50-75k,68
0,female,journey,0,6,6,N,N,NB,B,<10k,50
23,male,literal,0,6,4,N,N,M,D,OO,54
12,male,journey,1,4,5,OO,Y,M,D,50-75k,32
31,male,journey,0,4,5,N,Y,M,B,>150k,76
0,female,literal,2,6,5,N,N,F,D,75-100k,57
33,male,literal,1,5,6,N,N,F,M,100-150k,26
46,male,battle,12,6,5,Y,N,F,P,50-75k,31
18,male,battle,4,6,6,N,N,M,D,50-75k,68
25,female,journey,4,5,5,OO,N,F,OO,OO,47
0,female,journey,3,5,6,OO,N,F,B,>150k,62
48,female,literal,2,6,6,N,Y,M,OO,>150k,59
2,female,battle,6,6,6,OO,Y,F,M,10-25k,56
31,male,journey,2,6,5,Y,N,M,B,<10k,48
1,male,journey,4,6,6,N,OO,NB,D,>150k,43
20,female,journey,4,6,6,N,Y,M,D,10-25k,59
25,female,literal,0,6,6,N,N,F,M,>150k,60
25,female,journey,1,6,4,OO,N,F,D,100-150k,67
25,female,literal,1,6,6,Y,N,F,OO,OO,34
25,female,literal,5,3,4,N,OO,M,HS,>150k,63
7,female,battle,1,6,6,N,Y,M,D,100-150k,45
11,female,journey,5,6,6,OO,N,M,B,10-25k,31
47,female,literal,12,6,6,N,N,OO,D,10-25k,72
0,male,literal,6,2,6,OO,N,M,D,>150k,78
27,male,journey,10,6,5,OO,N,F,HS,OO,59
39,female,journey,5,2,5,N,Y,M,<HS,25-50k,26
25,male,battle,1,4,6,N,N,M,P,>150k,44
50,male,battle,4,6,5,Y,Y,OO,<HS,75-100k,34
25,female,battle,6,5,6,N,N,F,HS,>150k,34
16,female,journey,0,5,5,N,OO,F,B,OO,60
36,male,battle,5,5,6,N,Y,F,P,OO,48
0,male,literal,3,5,4,N,N,F,<HS,>150k,52
7,female,literal,5,6,5,N,Y,F,HS,>150k,24
25,female,literal,19,6,6,Y,N,F,HS,50-75k,47
3,female,literal,0,6,6,N,OO,M,<HS,<10k,24
12,female,battle,1,6,6,OO,Y,F,HS,100-150k,51
35,female,journey,2,6,6,N,Y,M,B,>150k,28
37,male,literal,7,6,4,N,N,OO,<HS,>150k,71
32,male,literal,7,6,6,N,N,F,D,<10k,33
36,female,battle,4,6,6,N,N,OO,D,<10k,42
44,female,literal,0,6,6,Y,N,F,B,>150k,68
25,female,literal,3,6,6,Y,Y,F,B,>150k,23
50,male,battle,13,6,4,Y,OO,F,M,25-50k,72
34,female,battle,2,6,6,N,Y,F,A,50-75k,53
4,female,journey,1,6,2,N,Y,F,M,50-75k,18
0,male,journey,3,6,5,N,N,M,A,75-100k,46
41,female,battle,2,3,6,Y,Y,OO,M,>150k,31
3,female,journey,6,4,6,OO,OO,F,P,50-75k,32
25,female,literal,1,6,6,N,Y,M,A,75-100k,65
9,female,literal,2,6,6,N,OO,F,P,<10k,25
35,male,literal,11,5,6,N,N,F,A,>150k,38
50,female,battle,1,6,5,N,OO,F,<HS,<10k,53
0,male,literal,0,5,6,N,Y,M,HS,100-150k,57
25,male,literal,1,5,6,N,Y,M,B,<10k,44
15,male,battle,4,6,6,N,Y,F,<HS,OO,24
34,female,journey,0,6,6,Y,Y,M,HS,>150k,37
25,female,literal,10,3,6,Y,N,M,OO,25-50k,23
23,male,literal,12,5,5,Y,N,M,HS,OO,22
38,female,journey,6,6,6,N,N,F,<HS,25-50k,41
0,male,journey,5,6,6,N,Y,NB,<HS,10-25k,19
1,male,journey,0,6,4,N,Y,F,M,10-25k,43
45,female,battle,9,6,6,N,Y,M,M,10-25k,70
7,male,journey,7,6,5,OO,N,F,OO,10-25k,43
14,female,battle,0,6,6,Y,OO,OO,B,100-150k,33
16,male,battle,2,6,4,N,N,F,M,<10k,75
33,female,literal,5,6,6,N,N,M,<HS,OO,18
50,female,journey,4,6,5,N,Y,F,OO,100-150k,74
18,male,journey,4,5,6,OO,Y,F,B,>150k,67
25,female,battle,15,6,6,N,N,F,HS,75-100k,38
25,female,journey,1,6,6,Y,Y,F,B,75-100k,22
19,male,battle,0,5,6,Y,Y,F,A,25-50k,30
0,female,literal,5,6,6,N,Y,M,B,OO,42
16,male,literal,3,4,6,Y,N,F,M,10-25k,44
46,female,battle,23,5,5,N,N,F,HS,10-25k,31
9,male,battle,5,6,5,N,Y,F,OO,100-150k,42
0,female,battle,1,5,6,N,N,F,D,<10k,46
50,male,battle,24,6,6,OO,Y,F,M,OO,53
39,male,battle,1,5,6,N,Y,F,<HS,<10k,36
25,male,battle,2,6,5,N,N,F,P,>150k,71
41,male,battle,3,5,5,N,Y,OO,HS,100-150k,76
0,male,literal,7,6,5,Y,Y,M,A,75-100k,67
25,female,journey,0,6,4,N,N,F,<HS,25-50k,58
36,female,literal,11,6,6,N,OO,M,OO,OO,32
31,female,journey,1,5,6,N,N,M,OO,10-25k,33
41,female,literal,12,6,6,Y,N,M,OO,>150k,29
38,male,journey,4,6,5,N,Y,M,HS,10-25k,67
19,male,battle,9,6,2,Y,OO,M,M,OO,43
41,male,journey,6,6,5,Y,Y,F,P,>150k,34
50,male,journey,7,5,6,N,Y,F,<HS,100-150k,25
17,female,battle,1,6,6,N,N,F,A,OO,76
36,female,journey,0,5,5,N,Y,F,D,>150k,34
0,female,literal,23,6,6,N,N,M,M,<10k,67
25,female,journey,1,6,6,N,N,M,B,75-100k,55
25,male,battle,11,6,4,N,Y,M,P,100-150k,26
17,male,journey,2,6,5,N,Y,M,D,100-150k,65
39,female,literal,10,6,6,N,N,M,HS,>150k,34
39,female,literal,1,5,6,Y,Y,F,HS,100-150k,40
50,male,journey,1,6,5,N,N,M,D,50-75k,70
16,female,battle,0,6,4,N,N,F,D,>150k,29
0,female,battle,2,6,6,Y,Y,OO,D,100-150k,60
33,male,literal,1,6,6,N,N,F,A,OO,42
43,male,literal,4,3,6,N,Y,M,P,100-150k,65
6,male,literal,1,6,6,N,N,M,A,100-150k,73
18,female,battle,3,1,6,N,N,OO,M,<10k,21
0,male,journey,1,6,6,N,Y,M,M,10-25k,77
36,female,journey,0,5,6,N,N,M,M,10-25k,39
45,female,battle,3,6,6,N,Y,F,OO,25-50k,36
42,female,battle,8,6,4,N,Y,F,<HS,OO,74
25,female,journey,1,5,5,N,N,M,A,75-100k,41
44,male,battle,2,2,6,OO,Y,OO,B,75-100k,71
42,female,battle,0,6,5,Y,Y,M,M,50-75k,73
47,female,battle,5,6,6,Y,Y,OO,A,25-50k,26
34,male,battle,4,4,6,N,N,F,<HS,OO,37
34,female,journey,5,6,5,N,OO,F,M,<10k,21
0,male,battle,2,4,6,N,Y,F,<HS,25-50k,58
36,male,battle,2,6,6,Y,Y,M,B,100-150k,53
3,male,journey,1,5,5,N,N,M,<HS,100-150k,45
17,male,literal,0,6,4,OO,N,M,D,OO,59
50,female,battle,10,6,6,Y,N,M,<HS,100-150k,26
23,male,battle,3,6,6,N,N,F,D,10-25k,61
27,male,battle,5,6,6,N,Y,M,A,>150k,63
38,male,battle,12,6,6,N,N,NB,HS,<10k,51
30,male,journey,4,5,6,N,N,F,P,<10k,36
50,male,battle,2,5,4,N,N,M,HS,OO,39
25,male,journey,11,6,5,N,Y,F,M,25-50k,26
36,female,literal,1,6,6,OO,Y,F,A,100-150k,27
0,male,battle,2,5,6,Y,N,M,OO,<10k,29
35,male,literal,1,6,6,Y,N,M,OO,100-150k,28
49,male,battle,6,6,4,N,Y,NB,<HS,75-100k,30
23,male,battle,0,5,6,N,N,M,B,>150k,56
39,male,literal,14,5,4,N,N,OO,M,75-100k,35
26,female,battle,3,3,5,OO,Y,OO,HS,100-150k,59
36,female,literal,1,5,6,N,OO,M,HS,10-25k,41
29,male,journey,2,6,5,N,Y,M,A,25-50k,45
25,female,journey,8,6,6,N,N,F,P,50-75k,59
23,male,literal,25,6,6,N,Y,F,<HS,25-50k,47
8,male,literal,3,2,6,N,N,M,HS,100-150k,21
28,male,journey,3,5,5,N,Y,F,P,OO,33
43,male,literal,6,6,6,Y,N,M,B,OO,28
13,female,battle,9,6,1,N,OO,F,B,25-50k,76
43,female,battle,1,5,5,N,N,F,A,<10k,23
0,female,literal,0,5,6,N,N,F,HS,OO,51
10,female,battle,0,5,6,OO,N,F,D,<10k,76
7,female,battle,0,4,6,N,Y,OO,M,75-100k,46
26,female,journey,2,6,6,N,N,F,A,100-150k,58
36,female,battle,0,6,1,N,Y,F,B,OO,49
49,female,journey,0,6,6,N,Y,OO,A,OO,52
11,female,literal,12,5,6,N,OO,F,HS,<10k,78
0,male,battle,4,6,5,N,N,F,P,OO,37
47,male,journey,0,5,6,N,N,M,<HS,75-100k,36
38,male,battle,5,6,6,Y,N,M,D,OO,79
25,male,literal,3,5,5,N,OO,M,<HS,>150k,25
21,female,literal,2,4,6,N,OO,F,D,25-50k,52
46,female,battle,0,6,6,Y,Y,F,OO,25-50k,71
25,female,journey,0,6,6,N,Y,F,M,10-25k,50
1,female,battle,0,5,6,N,Y,F,B,>150k,57
34,male,literal,1,6,5,OO,Y,M,D,50-75k,32
27,female,journey,0,6,4,OO,N,M,D,>150k,73
35,male,literal,3,6,6,OO,N,M,D,<10k,77
25,female,journey,5,6,5,N,N,F,HS,75-100k,62
38,male,battle,32,6,6,N,N,M,B,>150k,53
5,male,battle,5,6,6,OO,Y,M,P,<10k,60
31,male,battle,3,6,6,OO,Y,F,HS,50-75k,51
0,female,journey,5,6,6,N,N,F,OO,25-50k,59
29,female,literal,0,6,4,N,N,OO,B,10-25k,34
5,male,literal,0,6,6,N,N,M,B,<10k,73
50,female,journey,0,6,6,N,N,M,<HS,25-50k,52
25,male,battle,7,6,6,N,Y,NB,OO,<10k,49
25,male,battle,2,4,6,N,N,F,OO,>150k,77
50,male,battle,18,5,5,N,Y,OO,M,OO,74
11,male,literal,8,6,6,N,Y,F,<HS,>150k,26
50,male,journey,5,6,6,N,N,F,HS,OO,50
0,female,literal,1,6,6,Y,N,F,D,>150k,66
28,female,literal,3,5,5,N,OO,OO,HS,OO,52
25,male,battle,2,6,6,OO,Y,F,D,100-150k,67
15,male,battle,5,4,5,N,Y,M,D,75-100k,21
6,female,journey,2,4,5,N,OO,M,P,OO,74
46,male,battle,1,5,6,Y,Y,F,M,10-25k,78
25,male,literal,7,4,6,Y,Y,M,OO,<10k,23
2,male,battle,0,6,6,N,N,F,D,75-100k,58
5,male,literal,5,6,5,Y,N,OO,A,<10k,51
39,male,journey,0,6,6,N,N,F,OO,50-75k,62
26,male,battle,1,6,4,OO,Y,F,P,50-75k,58
40,female,battle,18,6,6,N,Y,M,M,75-100k,61
7,female,journey,14,6,5,N,OO,M,A,25-50k,78
10,female,journey,9,6,5,N,N,M,OO,50-75k,65
36,female,literal,4,6,5,N,Y,M,A,25-50k,43
31,male,journey,9,6,6,N,Y,M,B,100-150k,50
23,male,journey,0,6,6,Y,N,F,OO,OO,60
0,male,journey,1,5,6,N,N,OO,B,50-75k,64
31,male,journey,0,6,3,N,OO,F,OO,OO,19
43,male,battle,0,6,5,N,Y,M,B,75-100k,64
27,male,battle,4,6,6,Y,Y,M,HS,50-75k,20
25,male,journey,7,5,5,Y,Y,M,M,<10k,60
30,female,journey,7,6,6,N,N,M,OO,10-25k,37
25,female,journey,1,4,4,N,N,M,<HS,50-75k,30
10,female,battle,12,5,4,N,N,M,A,>150k,79
25,male,journey,5,6,6,N,N,M,D,>150k,53
25,male,journey,0,4,5,N,Y,F,OO,<10k,37
25,male,literal,6,6,6,Y,Y,OO,OO,50-75k,32
39,female,literal,9,5,6,OO,Y,NB,<HS,10-25k,28
39,male,battle,5,6,5,N,Y,NB,A,75-100k,18
50,female,literal,4,6,6,OO,N,M,P,<10k,53
35,female,literal,0,5,6,N,N,F,D,75-100k,45
6,female,literal,0,5,6,OO,N,F,HS,OO,64
4,female,literal,12,4,4,N,Y,F,<HS,100-150k,58
25,female,literal,0,6,6,Y,N,F,OO,>150k,65
25,female,battle,6,6,6,N,N,F,D,10-25k,40
29,female,literal,15,6,5,N,Y,F,<HS,25-50k,54
25,male,literal,2,5,6,N,N,F,M,<10k,45
43,male,battle,7,6,6,N,Y,M,HS,OO,38
50,female,literal,25,4,2,N,N,F,OO,100-150k,18
15,male,journey,6,4,6,N,OO,F,P,10-25k,74
0,male,literal,14,6,5,N,Y,OO,P,OO,77
27,female,literal,8,6,4,OO,N,M,OO,100-150k,56
14,male,battle,2,3,6,N,N,F,A,>150k,65
50,male,journey,3,6,4,N,Y,F,D,>150k,60
32,male,literal,13,6,5,N,N,M,B,50-75k,73
17,female,battle,5,5,6,N,Y,OO,M,<10k,36
24,male,literal,6,6,6,N,N,M,P,25-50k,60
43,female,literal,7,4,5,N,N,F,OO,10-25k,47
33,male,journey,5,6,6,OO,Y,OO,D,10-25k,29
0,female,journey,0,6,6,N,Y,F,B,>150k,59
28,male,literal,0,6,6,N,Y,F,OO,<10k,35
46,female,battle,0,6,5,OO,N,M,<HS,OO,59
39,female,battle,2,6,6,Y,Y,OO,B,10-25k,48
0,female,journey,15,6,6,OO,N,F,M,>150k,38
29,female,battle,2,6,6,N,N,OO,A,>150k,53
0,male,literal,14,6,4,OO,Y,F,<HS,>150k,49
7,female,literal,2,5,5,N,Y,F,P,<10k,19
8,male,journey,0,6,6,N,N,M,P,25-50k,20
18,male,journey,4,6,5,N,Y,M,D,10-25k,66
4,male,battle,0,6,5,N,OO,M,OO,10-25k,47
36,female,battle,0,6,6,N,OO,M,A,50-75k,33
1,male,literal,2,6,6,Y,N,F,D,OO,61
50,male,battle,0,3,5,Y,N,NB,P,<10k,36
46,female,battle,1,6,5,Y,Y,F,M,75-100k,35
5,female,literal,3,6,5,N,Y,F,OO,75-100k,79
50,female,battle,5,5,6,N,N,F,B,50-75k,35
35,male,journey,9,6,5,N,Y,F,HS,<10k,41
13,female,literal,0,4,6,N,Y,M,A,OO,71
0,female,battle,1,6,5,N,Y,F,P,OO,72
25,male,journey,2,6,6,N,OO,M,B,<10k,53
36,male,literal,3,3,5,Y,N,M,B,<10k,23
28,male,battle,2,6,4,N,Y,M,OO,>150k,62
0,female,literal,5,6,6,N,Y,M,OO,<10k,78
25,female,battle,11,6,5,OO,N,F,D,OO,70
38,male,battle,4,6,5,Y,Y,F,M,>150k,38
44,male,literal,1,6,6,N,Y,M,A,OO,74
25,female,journey,5,6,6,N,N,F,P,OO,33
10,male,battle,8,4,3,N,N,F,D,<10k,31
43,male,literal,7,6,6,N,N,F,HS,10-25k,31
44,female,literal,1,6,6,N,N,F,HS,75-100k,66
34,male,literal,3,5,6,N,Y,M,OO,25-50k,26
35,male,battle,2,6,6,N,Y,F,A,OO,31
37,female,journey,30,6,5,N,N,F,HS,<10k,75
16,female,battle,5,6,5,Y,N,OO,M,OO,36
25,male,journey,0,6,6,Y,N,F,P,75-100k,24
50,male,battle,1,6,6,N,N,M,OO,50-75k,46
21,male,literal,10,6,6,Y,Y,M,D,10-25k,61
50,male,literal,6,5,6,Y,Y,M,P,<10k,46
43,female,battle,1,5,6,N,Y,M,A,10-25k,30
25,male,journey,12,6,6,N,N,F,M,75-100k,67
31,male,journey,4,5,6,Y,N,F,OO,<10k,52
14,male,literal,1,6,6,N,N,M,B,25-50k,68
28,female,literal,0,6,6,OO,N,F,HS,100-150k,50
50,male,literal,0,6,5,Y,N,M,<HS,10-25k,24
25,female,literal,0,6,6,N,Y,OO,B,25-50k,64
2,male,journey,0,6,6,OO,N,M,B,50-75k,77
25,male,journey,9,5,5,OO,Y,F,D,10-25k,57
0,female,journey,0,5,5,N,Y,F,A,25-50k,29
25,male,literal,2,5,6,N,Y,F,B,<10k,61
24,female,literal,0,4,6,Y,N,F,HS,50-75k,68
50,female,battle,10,6,6,N,Y,M,P,75-100k,22
32,male,literal,14,6,4,N,Y,OO,HS,<10k,35
0,female,battle,0,5,5,N,Y,F,M,<10k,28
29,male,battle,9,5,6,N,Y,OO,M,<10k,60
15,female,literal,10,6,6,N,N,M,B,50-75k,78
50,female,literal,14,5,6,N,N,M,OO,25-50k,23
9,male,journey,7,5,4,N,N,F,A,10-25k,72
25,female,literal,0,5,5,N,N,M,<HS,OO,78
32,male,journey,1,6,3,Y,N,M,HS,OO,40
50,male,literal,2,6,4,N,Y,M,OO,25-50k,70
0,male,literal,5,6,4,OO,N,M,P,100-150k,56
33,female,battle,7,6,6,N,Y,NB,A,10-25k,34
37,female,battle,2,6,6,OO,N,F,M,>150k,74
2,female,journey,1,5,6,N,N,F,D,50-75k,36
33,male,battle,0,6,6,N,Y,M,B,25-50k,53
50,female,battle,9,4,4,OO,N,M,A,25-50k,55
15,male,journey,15,5,6,OO,OO,F,B,OO,24
0,male,journey,0,6,5,N,N,M,D,100-150k,27
23,female,journey,2,6,6,OO,N,OO,HS,<10k,46
26,female,journey,4,6,6,Y,N,F,B,75-100k,61
48,male,journey,1,4,6,OO,N,M,P,>150k,30
17,female,literal,5,5,6,N,N,F,A,>150k,70
0,male,journey,1,5,6,OO,N,M,P,100-150k,66
25,female,journey,1,6,6,N,Y,F,B,<10k,71
50,female,battle,0,4,6,N,OO,F,A,<10k,66
25,female,journey,8,5,6,N,N,OO,HS,10-25k,45
50,female,battle,4,5,6,N,OO,M,D,10-25k,34
21,male,battle,3,5,6,N,Y,OO,D,25-50k,37
8,male,journey,0,6,6,N,N,F,OO,50-75k,68
7,male,battle,1,6,6,N,N,F,D,10-25k,31
36,male,journey,8,5,6,N,Y,M,OO,75-100k,76
19,male,battle,23,6,4,N,N,F,B,OO,31
6,female,battle,0,6,6,Y,N,F,P,75-100k,54
0,female,journey,1,6,2,N,N,F,<HS,10-25k,71
39,female,literal,0,5,6,Y,Y,F,HS,25-50k,48
25,female,journey,1,4,6,OO,N,F,A,OO,66
19,male,literal,22,6,6,N,N,M,B,OO,26
25,female,literal,2,6,5,N,OO,F,M,OO,44
31,female,battle,1,6,6,Y,N,F,B,>150k,51
24,male,battle,1,6,6,Y,Y,OO,P,>150k,30
25,female,battle,0,6,6,OO,N,NB,OO,50-75k,28
41,male,literal,3,6,5,N,Y,M,M,OO,40
29,male,literal,1,6,4,N,N,F,OO,100-150k,76
5,female,battle,3,6,6,N,N,F,A,<10k,40
17,male,battle,0,5,4,N,Y,M,M,>150k,28
3,female,battle,2,6,6,N,N,M,P,<10k,52
0,male,literal,7,6,6,Y,Y,M,B,50-75k,57
34,female,journey,2,6,6,N,Y,M,A,>150k,27
27,male,literal,2,5,6,N,N,OO,HS,50-75k,20
25,female,literal,7,6,6,Y,Y,M,P,OO,37
24,male,literal,3,5,5,N,Y,F,M,<10k,49
32,female,battle,0,6,6,N,N,F,HS,OO,22
28,male,literal,6,5,6,N,N,F,D,<10k,38
50,female,literal,10,6,6,N,Y,M,HS,50-75k,47
49,female,literal,3,6,6,Y,Y,M,OO,OO,52
7,female,journey,1,6,6,Y,Y,F,HS,50-75k,44
46,female,journey,2,5,6,N,OO,F,A,10-25k,60
22,male,literal,0,6,5,OO,N,M,M,75-100k,54
40,female,journey,0,6,6,OO,Y,F,B,>150k,58
25,male,literal,5,6,4,OO,N,F,<HS,10-25k,26
41,male,literal,1,6,6,OO,OO,M,B,50-75k,68
23,female,battle,0,6,6,Y,Y,F,M,75-100k,70
7,male,battle,4,6,6,OO,N,M,D,>150k,52
25,male,journey,2,1,6,OO,Y,F,M,>150k,42
4,male,battle,6,6,5,N,N,NB,HS,25-50k,64
41,male,battle,0,6,5,Y,OO,F,HS,100-150k,75
13,female,literal,1,6,6,N,Y,M,<HS,OO,79
50,male,battle,1,6,2,Y,N,M,B,25-50k,46
13,male,literal,6,4,6,N,Y,F,B,>150k,28
24,female,journey,1,5,6,OO,N,M,OO,100-150k,54
29,male,battle,0,4,5,Y,N,F,B,100-150k,61
33,male,journey,0,6,6,N,Y,M,B,25-50k,25
50,male,journey,3,6,6,N,N,M,M,50-75k,27
25,male,battle,6,6,6,N,Y,M,M,50-75k,67
43,female,battle,8,6,6,N,Y,M,A,OO,29
0,female,literal,1,4,6,Y,N,M,A,OO,24
24,male,battle,18,6,5,N,N,F,<HS,50-75k,75
47,male,battle,1,6,5,Y,N,M,<HS,100-150k,77
25,male,battle,13,5,6,N,Y,F,P,<10k,48
31,female,literal,0,3,6,N,N,F,OO,100-150k,27
49,male,literal,6,6,4,Y,N,F,A,100-150k,68
0,female,journey,0,6,5,N,N,OO,D,10-25k,18
32,female,battle,2,6,5,N,Y,M,<HS,25-50k,49
28,female,literal,0,5,6,N,Y,F,HS,<10k,31
25,male,battle,0,5,5,N,N,M,M,OO,54
33,male,journey,10,5,6,N,N,F,D,>150k,41
30,male,battle,0,6,6,N,N,F,B,75-100k,52
28,female,journey,2,6,6,OO,OO,M,M,25-50k,51
49,male,literal,1,6,6,N,N,NB,D,25-50k,44
0,female,battle,4,5,5,N,N,F,D,OO,47
21,male,battle,20,5,6,N,OO,F,OO,OO,30
35,female,battle,10,6,5,Y,Y,M,OO,100-150k,56
31,female,battle,3,6,3,N,N,M,HS,25-50k,40
4,male,literal,1,5,6,N,N,M,OO,>150k,44
21,female,literal,4,5,6,Y,Y,F,OO,10-25k,69
0,female,battle,1,6,6,Y,N,F,OO,>150k,65
49,female,journey,1,6,5,Y,N,M,P,>150k,59
25,male,literal,1,3,6,OO,Y,M,A,75-100k,57
45,female,journey,2,6,6,Y,Y,M,A,10-25k,66
28,male,literal,0,6,2,OO,N,F,B,100-150k,40
31,female,journey,0,6,1,N,N,F,B,10-25k,48
50,male,journey,0,6,6,N,N,F,<HS,50-75k,35
4,male,literal,0,6,6,N,N,F,HS,10-25k,78
14,male,battle,0,5,5,N,Y,F,P,OO,70
25,female,literal,0,5,6,Y,Y,F,D,10-25k,59
27,female,battle,4,6,5,N,OO,M,A,75-100k,61
16,male,literal,2,5,6,N,N,NB,HS,50-75k,25
47,female,journey,13,5,5,N,N,F,<HS,<10k,64
27,female,literal,3,5,6,N,OO,F,D,75-100k,40
0,male,battle,7,6,6,N,N,M,A,75-100k,19
37,female,journey,11,6,6,Y,Y,F,HS,100-150k,29
9,female,journey,9,6,6,N,N,M,A,<10k,40
0,male,journey,1,6,6,N,Y,M,A,10-25k,37
25,male,journey,0,6,6,Y,N,M,B,100-150k,58
6,female,literal,2,6,6,N,N,F,HS,>150k,43
25,female,journey,5,5,6,N,N,M,HS,100-150k,35
44,male,literal,7,5,6,N,Y,F,P,>150k,37
30,female,journey,17,5,6,N,Y,M,A,50-75k,53
31,male,journey,3,6,6,N,OO,M,M,>150k,74
13,male,journey,7,6,4,N,N,OO,B,<10k,26
25,female,journey,2,6,2,OO,Y,F,<HS,50-75k,20
50,female,literal,0,6,5,N,N,F,D,<10k,67
25,female,literal,2,6,6,Y,Y,M,M,10-25k,22
0,male,literal,13,5,6,N,N,M,D,10-25k,60
30,male,literal,5,6,5,N,N,F,D,10-25k,30
39,male,literal,1,3,6,OO,Y,F,P,75-100k,70
0,female,journey,2,6,5,Y,Y,F,<HS,50-75k,41
0,male,journey,1,6,6,N,N,F,<HS,50-75k,34
50,male,journey,9,6,5,N,N,M,HS,75-100k,40
32,male,battle,1,6,6,Y,Y,F,M,OO,62
37,male,literal,3,4,6,N,Y,M,P,25-50k,31
50,male,battle,0,6,6,N,N,M,D,<10k,33
27,male,journey,4,6,6,OO,N,M,B,10-25k,43
28,female,journey,2,6,6,OO,N,NB,D,>150k,20
2,female,journey,0,6,6,N,N,M,A,10-25k,25
4,male,journey,0,6,6,N,N,F,<HS,<10k,75
37,male,literal,0,6,6,Y,OO,OO,<HS,25-50k,76
30,female,journey,10,4,6,N,Y,M,M,>150k,52
50,male,literal,22,6,5,N,Y,M,B,<10k,23
4,female,battle,6,6,5,N,N,F,<HS,25-50k,76
34,female,battle,2,6,5,Y,Y,M,A,25-50k,52
11,male,literal,24,4,6,N,Y,F,A,75-100k,79
25,male,battle,9,6,6,N,Y,OO,B,50-75k,33
2,male,journey,0,3,6,N,Y,M,B,>150k,54
47,female,battle,10,3,4,N,N,M,OO,75-100k,24
38,male,battle,31,5,6,OO,Y,M,HS,50-75k,67
12,male,literal,0,5,4,N,Y,F,M,<10k,33
0,male,literal,9,5,5,OO,N,M,P,10-25k,78
1,male,literal,1,5,6,OO,N,F,OO,25-50k,19
7,male,battle,3,5,5,N,N,F,OO,50-75k,24
47,male,literal,0,3,6,OO,Y,M,B,75-100k,68
21,male,literal,3,6,4,N,N,M,M,>150k,43
14,male,literal,0,6,6,Y,N,M,B,100-150k,45
0,male,battle,3,4,5,N,Y,M,OO,25-50k,61
42,female,battle,0,6,6,Y,N,OO,M,<10k,72
32,female,battle,13,6,6,N,OO,M,B,25-50k,48
24,female,journey,8,6,5,OO,Y,OO,HS,OO,57
25,male,battle,6,6,6,Y,Y,M,OO,<10k,35
25,male,battle,0,6,5,OO,N,M,D,100-150k,54
7,female,journey,10,4,5,OO,N,F,B,75-100k,39
33,female,journey,6,6,6,Y,N,F,<HS,<10k,36
50,female,battle,6,6,6,Y,Y,F,HS,50-75k,64
31,female,journey,6,2,5,N,N,M,P,75-100k,51
25,male,battle,6,5,5,N,Y,F,D,50-75k,60
15,female,journey,0,6,6,Y,Y,M,M,50-75k,23
0,female,journey,7,6,6,Y,N,M,D,50-75k,28
3,male,battle,4,6,5,N,OO,F,D,50-75k,62
36,female,literal,1,6,4,Y,N,F,M,75-100k,39
28,male,journey,10,6,4,N,Y,F,D,25-50k,55
13,female,battle,0,4,5,N,N,F,A,>150k,27
10,female,journey,15,4,6,N,N,M,P,10-25k,38
33,male,battle,11,5,3,N,OO,OO,D,<10k,40
47,female,literal,5,4,4,N,N,F,D,25-50k,59
16,female,battle,5,6,5,N,Y,F,B,25-50k,27
0,male,literal,4,6,4,Y,Y,F,D,100-150k,22
8,female,journey,7,6,6,Y,N,M,OO,<10k,18
50,male,literal,9,6,6,N,OO,OO,M,<10k,71
23,female,journey,0,5,6,N,Y,F,A,75-100k,62
39,male,battle,7,6,5,N,N,F,M,75-100k,30
0,male,journey,0,6,6,N,N,M,B,>150k,76
16,male,literal,3,6,6,N,Y,F,<HS,25-50k,29
33,male,literal,4,6,5,N,Y,M,A,<10k,40
40,male,battle,0,3,6,N,N,F,P,<10k,75
28,female,journey,0,5,6,N,N,M,P,50-75k,44
17,male,journey,0,6,6,N,N,F,B,>150k,47
0,male,literal,2,5,5,Y,Y,M,OO,<10k,64
16,female,battle,9,5,6,Y,N,F,A,10-25k,76
8,male,literal,0,6,6,N,N,OO,A,OO,66
31,female,battle,6,6,6,N,N,M,A,75-100k,32
0,male,battle,19,6,6,N,N,F,<HS,>150k,48
37,female,journey,8,3,6,OO,N,M,P,>150k,27
50,female,journey,2,5,6,N,Y,M,A,>150k,45
5,male,journey,7,6,6,OO,N,F,P,10-25k,76
32,male,literal,0,6,5,N,Y,OO,B,25-50k,41
0,male,journey,2,6,6,N,Y,F,P,75-100k,18
11,male,journey,7,6,4,Y,Y,M,D,>150k,23
4,male,literal,1,6,6,Y,Y,F,P,>150k,62
5,male,journey,2,6,4,Y,Y,NB,P,10-25k,49
36,female,journey,7,3,6,Y,OO,M,HS,10-25k,48
50,female,literal,7,6,6,OO,N,OO,<HS,75-100k,65
38,female,journey,6,6,6,N,Y,F,B,100-150k,38
8,female,journey,5,5,6,N,N,F,D,100-150k,32
50,male,literal,0,6,4,N,N,M,<HS,>150k,43
50,female,literal,0,4,6,N,N,F,M,100-150k,69
41,female,journey,0,6,6,N,OO,OO,D,100-150k,56
11,male,journey,0,6,4,OO,Y,F,OO,<10k,28
16,male,journey,5,6,6,N,Y,NB,D,>150k,21
27,male,journey,5,6,6,N,N,M,D,100-150k,48
