RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.111621604,23hbm52d2yqs1us2grn9,,,,,,,,,Jennifer has stage 2 lymphoma and has started doing chemo. Her friend has decided to raise money to help pay for the expenses.
0.691899469,w0zztuxzxwaqtd8zlw2w,,,,,,,,,Jennifer has lymphoma. She is undergoing chemotherapy.
0.306367601,gbblg96xjf0v8bj8mr9k,,,,,,,,,I just donated to help someone pay for chemo.
0.59359777,n5bnx6dvceqn5jkyqbdz,,,,,,,,,Jennifer is a great person that is suffering from cancer and will have at least 3 to 4 months of chemo to do.
0.726390501,njfk3ct6he7lpmco390p,,,,,,,,,quite fair
0.214581128,tculacs60hv55u5ug9am,,,,,,,,,He has stage 2 cancer. He is just getting started on his treatments.
0.854341505,wc96mf45qyua8rbhn4o4,,,,,,,,,"Jason's got lymphoma and will need months of chemotherapy and radiation to get through it. His spirits are good, but his health is fucked."
0.054392831,3cp0off6h24n2us06jc6,,,,,,,,,"he is suffering from severe cancer and needs to undergo treatment every 21days for the next 3-4 months. he has experienced nausea and fatigue, he really needs help."
0.289722263,5btryvsnh7gk6t83c4up,,,,,,,,,Jennifer has cancer. She is struggling and will have a long journey toward recovery. She needs help during this time. 
0.379575974,aaegyj32j23lvwngfo4n,,,,,,,,,I feel some what better and adjust the situation and managed her friend
0.909078042,98hhz9jxkgvy0mo2hyj2,,,,,,,,,"Imagine that you are currently continuing with your existing career and that you are not in transition from one career to a different one. The career you are in defines your roles and identities in the workplace. 
"
0.892300238,pg8u1tg1d315rqvmews1,,,,,,,,,"He has cancer and is fighting hard to overcome it. While a nice person, his odds seem uphill."
0.218592095,gw0tz355gy2xrauzvzlq,,,,,,,,,He has cancer and requires ongoing chemo treatments
0.590425874,k5nym6wo64yal8jjpp4a,,,,,,,,,"there is kid named jason with lymphoma and he needs chemotherapy
i saw a donation outlet and donated 30 dollars to him and i think you should do also"
0.095466793,7z0622c5m7reft58bdzp,,,,,,,,,Jennifer has lymphoma and will have many treatments soon.
0.429231083,4m28s5bxzpzckl9m460k,,,,,,,,,Jason has lymphoma and is fighting for his life. Jason would appreciate any help he can get to fund his fight. 
0.919520251,wtqpg56hy6s1fn0kxerl,,,,,,,,,her situation is pretty hard to give lot of money to all 
0.325537653,xy83gfshzl9wtonr0uq9,,,,,,,,,i try to understand the situation.
0.823150035,7tfqrywnwdgtdm1jom3n,,,,,,,,,Jennifer is very sick and is costing a lot for her care. She would appreciate any help she could get.
0.042963327,akgy9pmz7q3ykqm5eeyn,,,,,,,,,"In order for a sentence to be grammatically correct, the subject and verb must both be singular or plural. In other words, the subject and verb must agree with one another in their tense. If the subject is in plural form, the verb should also be in 
"
0.781594322,7erl3aaswfvslek1j66a,,,,,,,,,Jason is suffering from stage 2 lymphoma and therefore needs periodic treatment every three weeks for the next few months. He is looking for donations to help cover his cost for medical treatment (how American...)
0.676747994,ow13wuaz9kn9s8fb8q0l,,,,,,,,,a natural part of life
0.458216644,uop5a449ajkrna4p27jy,,,,,,,,,"Jason is a cancer patient who has to receive treatments every 21 days. Due to this, he needs extra money to help pay for his treatment, or else he will fall into debt. "
0.296685524,lu1c49tq9s9uu5v84dm1,,,,,,,,,"Jennifer has been diagnosed with a form of cancer, and therefore is going to have to undergo strenuous treatments in order to fight the disease. It is going to be a difficult and stressful fight, which is why she could use any help she can get."
0.202172707,ffya0ss6bk3jl0zvw05t,,,,,,,,,EXPLAINING SHORTLY AND CLEARLY.
0.482881948,tt1ydkv8zebceeoyj87q,,,,,,,,,He has leukemia and needs help.  We all need to contribute to help him w/ the finances.
0.818092837,315g322bd2fqxodqbzcj,,,,,,,,,Jennifer is a wonderful girl who is experiencing some horrific medical problems.  She is currently undergoing chemotherapy for Stage II Lymphoma - this after undergoing thyroid surgery. 
0.725220686,41lth5gepnpa6j4fbmqm,,,,,,,,,Jason is suffering from Stage 2 thyroid cancer. His friend is trying to raise money fo future expenses
0.373707823,cmpdtrdbhh1q10feq1qa,,,,,,,,,"Jason was diagnosed with stage II Lymphoma, he is a very lovable person and will need a lot of help during this situation. In order to cure this disease, he would need to undergo chemo and local radiation."
0.931772062,c4d01fl95jmc4ue8mwnp,,,,,,,,,Very unfortunate. If I had to I would help him to the most of my ability.
0.511376391,jru2eooynwrt0kwxww9n,,,,,,,,,Jason underwent thyroid surgery and is now diagnosed with Lymphoma. Jason has a heart of gold.  Doctors say he needs chemo and radiation. His friends are helping to raise money to help pay for Jason's medical expenses.
0.649955962,jyld4d9u3fla90n9ouze,,,,,,,,, Bragging to friends led to his arrest. There are no words adequate to describe what this kind of traumatic loss does to a victims family. 
0.801238552,g3qyldfuwb0frmz7ayg8,,,,,,,,,Jennifer is a young woman who was diagnosed with lymphoma after having thyroid surgery. Jennifer is facing many long weeks of chemotherapy and treatment. 
0.413402435,1rqzt5ffcj1xmb0k0rpu,,,,,,,,,nice
0.90437187,l8tvnlxdb3lh380t6d2p,,,,,,,,,Jennifer has a medical condition and any help we can afford would be a great help.  This could happen to anyone so try to understand that we can make a difference.
0.635557606,vyf31onejlzkb4prwbwu,,,,,,,,,She is ill and is undergoing radiation and chemo treatments.
0.831513371,7lgr1pwpxrfj3ej9q0h8,,,,,,,,,very bad
0.571442317,r90vcpbx6xt7hm1pp4e3,,,,,,,,,Woman at the start of cancer treatment with a long road in front of her.  Valued by her friend.
0.958523931,xfa1alqn82414j8clcqf,,,,,,,,,Jennifer has been diagnosed with stage II Lymphoma. This is going to be a long road for her. She has to under go chemo  and maybe radiation. She is going to need help with expenses to get through this journey.
0.735705413,qoy7f8x5uzerabn032jo,,,,,,,,,"Jason is really sick, and he needs help. He's been diagnosed with lymphoma. It's going to be a long road for him, but we've started a fundraiser to help him with expenses. He's gone through his fist rounds of chemo, and seems to be handling the side effects well so far. "
0.41835996,7vasrsmvgfb27q31cnwv,,,,,,,,,Jennifer is suffering from Lynphoma and is a good person with a lot of medical expenses.
0.252297385,17nquo5qgyop4ad1j7x2,,,,,,,,,he is affected from nausea and fatigue and he is under the treatment for thyroid and he had the treatment of chemotheraphy
0.603139251,3ry9lyz46c38nsg4bc4f,,,,,,,,,"Jason's situation is that he has been diagnosed with Lymphoma, and will need to get treatment for it. He is experiencing nausea, and will need several treatments over the next months, and they are asking for money to be able to provide him with those treatments.  "
0.859343022,1dn499wmdl6wfuj4bmkp,,,,,,,,,jason's situation is very sad. he has lymphoma. he has to go through a lot of painful treatments. he needs money to help him survive. please give jason money if you have compassion for his suffering.
0.995884541,whu1mvenxqe6n1opbaj4,,,,,,,,,Jennifer has a heart of gold and she is undergoing chemotherapy and will receive these treatments every 21 days for the next 3-4 months. She has had a few days of nausea and fatigue following chemo.
0.769915857,60rnxvl37338nnz0oa8m,,,,,,,,,"Mary doesn't like cartoons because they are loud, so she doesn't watch them."
0.667081596,lzopagq8hs3wn3l55lkx,,,,,,,,,oenebvniejvnbuipevbiuebviuqebvpvbpequbv[oubv[ouqvc[odsbvc;lcnk;qjscnqklwnc.twgfiwb;fwo'fnccwknfo;bbe;ckjbqsdk;jbqvhqsodcns.
0.604379691,889foboua7ojvpf4rlg4,,,,,,,,,Jason is currently going through chemo and his friend is raising funds to help him get through the process. As the therapy is expensive and has awful side effects the funds are being raised to help Jason out.
0.920210996,xsbnlkuys0o954yobev1,,,,,,,,,"Jennifer has been diagnosed with lymphoma, a type of cancer. SHe needs treatment so we are trying to help in raising money for her therapies."
0.438244751,3u7mjsouy4pdt7zbausw,,,,,,,,,"Very kind hearted friends
Person whom just found out they have thyroid cancer. Anything will help as he goes through cheeks and many more surgeries afterward. "
0.999844788,ayezloaf74xtngnt0g7n,,,,,,,,,Says he needs money for treatment.  However no mention of health insurance coverage or any relevant detail.
0.21333001,ce4mhkhb7owf4zcd0l28,,,,,,,,,Jennifer has lympdemia. she is required to do chemo. 
0.202082295,hkdds5ny84nrctobwnr4,,,,,,,,,I would tell a friend that Jason has cancer. He's going through chemotherapy treatments and needs help to cover the costs of those treatments.
0.282470751,7l5hdq7ey6wws8cmjux1,,,,,,,,,Jennifer is going through chemo treatment for cancer.
0.65208487,ptooswj5o3heqq8see8c,,,,,,,,,She is sufering and need urgent help. 
0.451181429,1dgjf5uedpz5ep5mwa70,,,,,,,,,"Jason has stage 2 lymphoma and has began treatment. He is expected to need additional treatments every 21 days, so his best friend is trying to raise money to help him pay for his medical care."
0.739020315,o9m6chun8f9nmcfweurn,,,,,,,,,A woman undergoing treatment for Stage 2 Lymphoma.  Will have to undergo chemotherapy for the next 3 to 4 months.
0.344562542,cw5zyr1krlpjutarp0wc,,,,,,,,,Very risky but right on point
0.249133209,rodjdyxdxh3m6qnbnlnv,,,,,,,,,jason is good hearted person but he undergone a complicated thyroid surgery.
0.528269702,3onej3el9roreagndouj,,,,,,,,,Jason has stage 2 lymphoma. Every little donation counts.
0.706375523,ay6lxw8s5l651ol7k5q3,,,,,,,,,he stared fight with chemotherapy the week after his surgery  and he will treatment every 21 day 
0.019490083,214p5srzwh22a5tqr8zd,,,,,,,,,She has lymphoma. She needs money for the associated costs.
0.986626256,1mf0rcvydjgx804n24w2,,,,,,,,,"BECAUSE THIS IS SEARCH STUDY ,THERE UNKNOWN RISK THAT ARE UNFOREESEBLE."
0.678854168,us1yucawj614gk69fuyn,,,,,,,,,"I would say the situation is pretty serious.  She needs some help raising money for treatment, but there is a chance."
0.551828853,2cqgyqf97fm00mzuarwz,,,,,,,,,heart breaking
0.314720565,vas44s88o7fd5d2o5tze,,,,,,,,,Jason is worthy person who suffers from cancer and will be undergoing treatment every 21 days. He has a rough road to follow. 
0.735627708,au2b7d8hbl2e2ndqvw7y,,,,,,,,,Jennifer is in difficult shape.  She is undergoing chemo for cancer.  She has had a rough time and will continue to as she goes through treatment.  
0.683285441,scpvz6o3z4h33nsduajt,,,,,,,,,Jennifer has cancer and needs help financially 
0.292888295,haj76v33uqf1yny9p8ve,,,,,,,,,Jason has lymphoma and went under complicated surgery. He needs money to help him get through the next few months of recovery.
0.541221576,zekmcb6p0xpm59go8xxm,,,,,,,,,she has a tough battle with lymphoma.  She has to go through many costly treatments.
0.068973093,n48y1oep39ex8uydbo7n,,,,,,,,,"Jennifer was Diagnosed with lymphoma. After all the treatment she's not feeling good and she has more to do. we are currently raising money to help Jennifer with her treatments and to keep her out of debt.
"
0.659585035,2n4dbn5fzlo73zg3uqkd,,,,,,,,,Jennifer is going through a rough time she has cancer and needs a lot of chemo. She is going to need to stay strong but also need monetary support.
0.565864801,w94outz9ypox5q30du1j,,,,,,,,,She is struggling with an everyday battle. The side effects of lymphoma have caused her everyday struggles of nausea and weakness to prevent her from living a normal life. 
0.406608126,cd7v63ts9z4jxxtw3f2h,,,,,,,,,very smart girl
0.241489688,sp0yu69joxnsrr9pk4m2,,,,,,,,,"Very unfortunate what happened to Jason, he went for surgery and then got diagnosed for cancer. "
0.948877152,0h05cerru4yne3p603x2,,,,,,,,,i would say that Jennifer is going through a rough time and could use our help financially. 
0.817173748,74v21kp1xfxs16poxa5h,,,,,,,,,He is in the fight of his life.  Let us hope he has good doctors and care providers.
0.050206559,vu2x9sqpjjn81u7ke6x3,,,,,,,,,Jennifer situation needs urgent attention. She really need funds for her to survive. She deserve a life
0.239480333,knnnb9prjtprx4res48g,,,,,,,,,Jennifer is in a near death experience in need of immediate support
0.968227023,ms5hphfljal0tunxzdf1,,,,,,,,,Reese Witherspoon turned down the chance to appear on Friends for a second time because she didn't like performing in front of a live studio audience.
0.555382692,fag0eucv8ykjdt85ss43,,,,,,,,,Jason is suffering from cancer. He needs financial support.
0.811198217,62h7d6b29v3w8u1hjda0,,,,,,,,,"Jason has cancer and needs a lot of very expensive and specialized treatment. If you want to help, you can donate to his cause. "
